,Unnamed: 0,bill_intro,committee_position,engagement,pid,pid_next,procedural,procedural_question,question,simple_label_next,text,text_next,uids,vid,weak_question
59,59.0,False,Not In Committee,False,53.0,5515.0,False,False,False,General Public,"In 2013 we passed, and the Governor signed, AB 1159 as a way to prevent immigration attorneys, consultants, and notarios from scamming people into paying money prior to the enactment of immigration reform acts passed by Congress. That proved to be a smart bill., AB 60 is a consumer protection measure which will extend existing protections to one-point-five million Californians that are eligible to seek relief under the President's executive actions. The injunction made by a federal judge in Texas creates a large window of opportunity for predatory practices in our state., We believe it's an unethical practice to charge consumers for a program that has not been formally implemented and may never be so, unfortunately. In fact there was a reported case in my district of this already happening; a woman coming forward, she had been charged already to get in line for an executive order for DAPA which we know does not currently exist in a form that could be achieved., This is one of many other cases throughout California which a vulnerable population is being targeted by malicious and unscrupulous attorneys, consultants, and notarios., We need to put an end to these predatory practices occurring in our state. Today we have testimony from Layma Murtaza from the Asian-Americans Advancing Justice and Christopher Castrillo of from the LA City Attorney.","On behalf of Asian-Americans Advancing Justice Los Angeles, the largest civil rights and legal service organization serving Asian-Americans, Native Hawaiians and Pacific Islander communities, I'm here today to support AB 60.","{364968, 364984, 364996, 364976, 365000}",398,False
60,60.0,False,Vice-Chair,False,68.0,16509.0,False,False,True,State Agency Rep,"This, historically though, these positions have not been looked at as a job, full time job. It has been looked at as service. And now we are elevating it and sanctifying it as a job, and this is a comment that the public, who I hope some of are watching., You are now inviting a whole new level of government be more formalized in a paid level of government. What does it mean in the Timber Regulation Forest Restoration fund per diem a quote reasonable per diem to non-government members For attendance of a meeting of a related Advisor Committee., Who determines what a reasonable per diem is? Who makes that determination? Does the Legislature make that determination?",We have assumptions about how much we have appropriated for that reasonable per diem.,"{7718993, 7718989, 7718991}",7535,False
61,61.0,False,Member,False,4657.0,111162.0,False,False,True,State Agency Rep,"Yeah, that's off-site, having to go somewhere? I'm just wondering, can I help him to get to know the delegation or the Legislature a little better?","I'm sure he'd love it, and I will convey that message. Thank you, yeah, absolutely.",{13100625},27215,False
62,62.0,False,Member,False,31.0,14856.0,False,False,False,General Public,"The clerk will open the roll. Members this is consent calendar. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote. Clerk will close the row, tie the vote. Ayes 73, nos 0. Consent calendar is adopted. The clerk will read the remaining bills on the second day consent calendar.",Assembly bill 1767 Aye's 73 no zero. Assembly 1788. Aye's 73 no zero. Assemble 1789. Aye's 73 no zero. Assembly 1835. Aye's 73 no zero. Assemble 1859. Aye's 73 no zero. Assembly Bill 2032. Aye's 73 no zero. Assembly Bill 2056. Aye's 73 no zero.,{6347919},7016,False
63,63.0,False,Member,False,93.0,7808.0,False,False,False,General Public,"Absolutely. No no no, and I appreciate that., And again, I know that the Secretary has been working day and night on this along with Mr. Rogers, and I appreciate that., My last item on this, on the closure piece is, we are finding, my understanding, it's been a challenge to be able to find vendors to be able to participate within the regional center system., And in fact we've actually been losing vendors because of the issue of reimbursement rates., And now we are closing additional developmental centers that are gonna take, we're gonna need additional vendors to be able to house those medically fragile individuals., And we're expecting them to do it on a rate that we can't even keep vendors who are currently offering services in the system, they can't stay afloat., So, I'm concerned that we're setting ourselves up for some serious heartache if we can't keep vendors in now, and now we're trying to expand capacity.",And I expect that that will be a subject as we go through the special session of what is necessary to maintain the system.,"{1766976, 1766980, 1766984, 1766964, 1766968, 1766970, 1766974}",1675,False
64,64.0,False,Member,False,94.0,3172.0,False,False,True,State Agency Rep,"So, the language in those bills is something that the Board of Water's comfortable with?",Yes.,{1124030},1090,False
65,65.0,False,Member,False,44.0,1399.0,False,False,True,General Public,"Okay, Are you representing the university administration I should ask? I mean are you representing the UC president and the folks who basically make money decisions?","I am, yes I represent the University of California Office of the President on health issues. So yeah, it's my understanding, I mean I don't have any other understanding that if the money is given for this specific purpose that it wouldn't be used for other than for this specific purpose.",{241624},265,False
66,66.0,False,Possible Chair,False,8.0,15751.0,False,False,False,Unlabeled,"Thank you very much director Bonem, Executive officer Landus, please.","Thank you, I'm Paula Landus, Excecutive officer of the California Water Commission. As you are aware, the Commission is tasked with among other things, the distribution of $2.7 billion for new storage in the state. You've heard a couple times already that, that money is continuously appropriated so, I will give you an update on our progress. It has been a very busy year, 2015 was not only busy, but very productive.",{3463856},4767,False
67,67.0,False,Member,False,64.0,3480.0,False,True,False,LAO,"Excellent, thank you finance. Any public comment? Seeing none. We're going to hold that item open per the staff's recommendation., We'll proceed on to issue 4, the resources for federal grant and RSA 911 reporting budget change proposal.","Yeah, thank you. I'm going to ask our Assistant Admin Deputy Tina to speak to that please.","{4959019, 4959013}",6296,False
68,68.0,False,Member,False,13.0,15797.0,False,False,True,General Public,"It's interesting that the community groups used word of mouth. You used all the things, you used the dealers but what do we do to directly go to the people? Just as you were going to do a big campaign, you generally will go to them through their local newspapers or their local things that they're doing, whether it's online, whether it's a hard copy newspaper., But you generally will go to that particular community. I've never seen anybody in my community from your agency talking about this.","No, the point is well taken and again, it does come down for us. We do as much as we can through normal communication channels. We have a website, we have a contractor that administers the rebates where we send information. We work through our communications office to the extent that we can. Clearly, it's not enough.","{8716297, 8716298}",8886,False
69,69.0,False,Not In Committee,False,38.0,6128.0,False,False,False,General Public,"Thank you, Mr. Chair. As you all know, the Chairman and several others have been playing soccer and things just don't move the way they use to move. It's like being out there and watching the movie The Matrix. Your mind's moving but your body is slow. Nevertheless, we are here to present two bills. The first one is AB 1264, Parent Involvement and, Transparency Act. First I'd like to accept the committee's amendments and want to thank your committee staff for working diligently on this bill.  AB 1264 gives parent guardians the opportunity to review school documents and assessment reports pertaining to their child's education in advance of an individualized education program meeting rather than having to do, a mandatory request. It is simply that the school districts disclose to parent or guardians that this information could be made available. We continue to work with stakeholders to find a place in which we can ensure that this does not become an en cumbersome process, a costly process. But more so, focus on ensuring that parents and guardians, this during the IEP meeting there and then. Sometimes, these reports can be anywhere between 10, 20, and even larger for individuals who review on the spot in collaboration with the other professionals developing the IEP. The goal of the bill is to ensure that parents and those guardians have access to these documents, five days in advance, and it isn't, have the information that they need in order to make a good decision as it relates to the IEP being developed for that student. I respectfully ask for your vote.","Good morning Senator Allen and members of the Senate Education Committee my name is Donna Artukovic and I'm a volunteer advocate for the California State PTA. Our legislation action Committee has taken a support position on AB 1264 and I'm here to communicate to you the reasons why. So, I'm a parent, actually a grandparent which is way better.","{14197208, 14197210, 14161749, 14197206, 14197207}",29015,False
70,70.0,False,Not In Committee,False,120.0,7542.0,False,False,False,General Public,"We have a motion and a second. Check the speak and support ., ""Move the bill""","I'm Jennifer Capitolo on behalf of the California Water Association representing 113 utilities regulated by the Public Utilities Commission, about 6 million customers or 16 percent of the population in California.","{326745, 349726}",361,False
71,71.0,False,Member,False,31.0,14856.0,False,False,False,General Public,"With that the clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote., Members, I'm prepared to lift the call on AB, pardon me, file item 30, that's AB 575. That's Mr. O'Donnell's measure. The clerk will post., All members vote who desire to vote.  All members vote who desire to vote.  All members vote who desire to vote.  All members vote who desire to vote., All members who desire to vote. All members vote who desire to vote. All members vote who desire to vote. the clerk will close the roll, tally the votes. I close a role and tally the votes with 41 votes. Okay., Okay, members we are going to move on to file item 21. That's AB 356. Clerk will read.",Assembly Bill 356 by Assembly Member Williams and others: an act relating to oil and gas.,"{2638320, 2638306, 2638338, 2638324, 2638358}",4199,False
72,72.0,False,Member,False,85.0,16612.0,False,False,True,General Public,Thank you. And where do you point to for the statutory authority for the regulation on limiting the waiver of sovereign immunity?,"So we look at the statute which gives us the broad regulatory, delegated broad authority. And we're required to make and prescribe reasonable rules and regulations as may be necessary to implement, administer and force the state regulatory system.",{13954492},28329,False
73,73.0,False,Not In Committee,False,118.0,10747.0,False,False,False,State Agency Rep,"I want to mention one, sorry. Sorry, Senator.","Thank you. Thank you very much Senator. Thank you, Senator.",{7690989},7508,False
74,74.0,False,Not In Committee,False,84.0,1011.0,False,False,False,General Public,"Thank you very much., Thank you very much, Mr. Chairman, Members., The unemployment rate for Californians with developmental disabilities is well over 80%., Some employers want to be helpful in giving persons with developmental disabilities employment opportunities, including persons who offer lower productivity rates., Under section 14C of the Federal Labor Standards Act, persons with developmental disabilities may, be paid less than minimum wage if their productive capacity is impaired by a physical or mental disability., While it would be valuable to push for minimum wage for all persons employed,, including those with developmental disabilities The employer's needs also need to be considered., In 2013, California made it a policy to make employment in the DD community the highest concern and goal., The goal of AB 2582 is to create a meaningful tax credit that will incentivize employers to offer minimum wage jobs to persons with developmental disabilities who would otherwise receive less than minimum wage under section 14C., My bill creates an offset, or credit, between the minimum wage paid and what the person would be paid using 14C productivity measurements., For those who want and can work, we must help make that dream a reality and provide more help to the employers., The bill provides an incentive to businesses to employ people with developmental disabilities by telling them that they will pay the employee at least minimum wage, and, the state will help to cover any additional expenses incurred through the tax credit., This solution will strike a balance between alleviating the high rate of unemployment among persons with disabilities, and not overburdening the employer with any additional expenses., We've been working closely with employer groups such as the California Restaurant Association, and FIB and Cal Chamber to make sure the provisions in this bill will get this population employed., And we will continue those discussions as the bill moves forward., I have also submitted authors' amendments to the Committee to address the implementation concerns raised by the Franchise Tax Board and the Committee analysis., These amendments add a sunset date of five years to the bill, and make it clear the tax credit is applicable to California wages only., With that, here to speak in support of AB 2582 is Carl London and Dwight Hansen from the alliance.","Mr. Chairman, Members, Dwight Hanson on behalf of the Alliance of Statewide Coalition of Providers.","{6006208, 6006210, 6006212, 6006214, 6006184, 6006216, 6006188, 6006220, 6006190, 6006192, 6006224, 6006194, 6006226, 6006196, 6006228, 6006198, 6006230, 6006200, 6006202, 6006204}",6877,False
75,75.0,False,Possible Chair,False,66.0,7678.0,False,False,False,General Public,"- I think for clarity's sake, the issue is that the 96 million dollars is for phase one and phase two which is half of the original contract which would have been 27 million dollars., So we could be looking at a 180 or 200 million dollars when we get what we originally agreed to pay for which was the 27 million dollars and for the whole 38 programs.","- If I could Mister Chairman, absolutely after the cost-benefit analysis is conducted and we look at various ways of how to integrate, there will be costs associated with that, however, the way we are seeking to position ourselves is to directly mitigate costs.","{1249713, 1249721}",1214,True
76,76.0,False,Member,False,59.0,3465.0,False,False,False,LAO,"Please show that passing 3-0 and close the roll. Moving on now to item number four, basic skills proposal, let's start with the LAO.","Judy Heiman, Legislative Analyst's Office. In January, the Governor proposed a 30 million augmentation on going for the basic skills initiative. At that time, we recommended redirecting this augmentation to an existing one time basic skills and student outcomes transformation grant program for colleges to redesign their basic skills programs. Since that time, the chancellor's office has awarded the full 60 million that was available for the grant program in funding to 43 eligible colleges.",{6324561},7015,False
77,77.0,False,Member,False,44.0,3359.0,False,False,False,LAO,Yeah.,"So that is our, that is our rough estimate. And it depends on a number of factors and a number of assumptions we have to make.",{1449539},1367,False
78,78.0,False,Not In Committee,False,53.0,3284.0,False,False,False,State Agency Rep,"I would just wonder if as we're doing that we might provide in case in the future we want to add something else. Provide for the software in a way you could add additional. Wouldn't it make more sense to preplan for that, rather than. This is the most discussion I ever had on it, so I'm using everything you'll give me.","Miss you're right. It seems reasonable to the extent that like most IT products, from my understanding if you give it the capacity, you can add on stuff on top of it. And it does seem reasonable, but like I said, I'm not working on the project, so I can't really provide you too much detail and specifics on it. And we're still in planning phase at the moment, too.",{6884583},7175,True
79,79.0,False,Not In Committee,False,99.0,5360.0,False,False,False,Unlabeled,"Can I say one thing I just neglected to say, we built on Senator Bradford's measure that he did when he was in the Assembly. This is in the large measure, a lot similar to what he did back in those days.","Understood. My name is Brandon Green, I'm a Staff Attorney at the East Bay Community Law Center. I appreciate what seems like there is support for this bill and just want to provide a little bit more context. So in the last couple of days there's been reports from HUD that in Alameda County, where I work, $80,000 a year for a family of four is considered low income.",{12559085},26974,False
80,80.0,False,Possible Chair,False,93.0,3756.0,False,False,False,General Public,"It is now my honor to be able to bring up our next panel. This panel is going to describe the statewide efforts of state and counties to address the issue of psychotropic medication in foster care, both in terms of compiling the available data to better understand the problem, and also in terms of creating systems of care that better protect kids. For each panelist, as a request, as you talk about the activities you're working on,, I know that Senator Hancock and myself would like you to also comment on how these efforts are working to be able to protect youth across the state. Just a few times, I also want to say, a hearty thank you to Karen De Sa from Bay Area News Group who is also here today for her amazing work., And I just wanted to call her out, and tell her how much we appreciate, her continuing coverage on this important issue. And then the other item is, we're grateful that Director Lightbourne among our other panelists are here today. And I just wanna note that Director Lightbourne came to the state in 2011. And Director Lightbourne, in a separate conversation that I had with him,, is committed to be able to not only tackle this issue, but to continue care. And his report was recently released, and I know that we're going to be working with him throughout the year. I'd like to be able to introduce our panel here very quickly, and then of course turn it over to Will Lightbourne who is the Director of Department of Social Services., We're grateful that Dr. Karen Baylor is here, she's Deputy Director of Mental Health and Substance Abuse Services with the Department of Health Care Services. We're grateful that Dina Kokkos-Gonzales is here. She's Chief in the Mental Health Services Division, Department of Health Care Services., Frank Mecca is here today, who's the Executive Director of the County Welfare Director's Association. Thank you so much. Along with Doctor Bill Arroyo, who is Medical Director, from Los Angeles County, and he is going to be speaking on behalf of the County Behavior Health Director's Association., On behalf of our Committee, we're grateful that you would take time out of your busy schedules. And let's kick off out state and local oversight and response panel with Director Lightbourne, and you have four minutes here, and we'll have questions at the end.","Thank you, Chairman McGuire, Senator Hancock. Pete Travinka from our department, he's the Program Services Deputy is passing out a slide deck that I'll refer to in a few moments. It's a report that we prepared for the Child Welfare Council, which is where we've been updating this issue on a regular basis.","{2325953, 2325955, 2325957, 2325959, 2325961, 2325945, 2325951}",2118,False
81,81.0,False,Member,False,60.0,5340.0,False,True,False,General Public,"And Finance, you have a comment?","Yes, thank you, Jaci Thomson. I'm with the Department of Finance. If I could just clarify, Streets and Highways code Section 183 actually specifies that transportation projects, allocations shall only be made on a program basis for example capacity or maintenance.",{1446567},1390,False
82,82.0,False,Possible Chair,False,66.0,102824.0,False,False,True,General Public,"Thank you, Chair Salas, for that great leadership, as always., Definitely.>>Thank you. Following up on the Chair's comments related to basically the number of audiologists and the challenge of that. But do you think that the new federal guidance and the guidelines that came down that individuals will not need to get a medical evaluation prior, to purchasing hearing aids if that will reduce the workforce demands for audiologists?","No, actually I'm slightly optimistic that maybe that will increase the workforce demands. And thank you for acknowledging this new guidance and this new initiative that's taking place within the FDA and the Federal Trade Commission. That briefly as you mentioned removes the requirement for a medical clearance for hearing aid purchase.","{10810435, 10810436, 10810437}",23944,False
83,83.0,False,Member,False,16.0,104121.0,False,False,True,State Agency Rep,"And has there been any effort to encourage departments that you don't have authority over to do assessments, audits, self-assessments? And do you know of any of the departments that are doing that?","We have engaged departments and agencies that we do not have authority over. They are aware of the programs. Quite a few of them sit in our monthly ISO meetings and our biweekly AISO meetings. There are a few that have had independent assessments, or in the process of. And we are hoping that there is continued adoption over this next fiscal year.",{11324000},24311,False
84,84.0,False,Possible Chair,False,64.0,5865.0,False,False,False,General Public,"Thank you very much, next witness please, one minute.","Jennifer Greppi, Parent Voices California. And I just wanted to talk quickly about SMI and the fact that, yes, it's 2007. But it's based on 2005 numbers. And what that means is that parents, family, a single mom with two children could earn 22% more. That's 900 extra dollars that that parent could earn if the levels were bought to current. This is a huge issue and it has to be addressed this year in the budget. Thank you.",{5127808},6399,False
85,85.0,False,Not In Committee,False,72.0,21337.0,False,False,False,General Public,"Thank you, Mr. Chair and Members. AB 191 would add marriage and family therapists and licenced professional clinical counselors to the list of professionals eligible to be secondary signers certifying the need for a mental health hold. MFTs and LPCCs are regularly part of the treatment team alongside the physician or psychologist during evaluations., AB 191 does not give these professionals new or expanded authority to treat patients, they have been treating these patients for a long time. Under current law, MFT's and LPCC-S are not allowed to sign paperwork. So facilities must find a registered nurse or licensed clinical social worker who is often less involved with the case to sign the certification., This can create barriers to access especially in rural communities like the ones I represent. AB 191 improves patient access, protects patients' rights, and ensures continuity for mentally unstable patients. Here to testify on behalf of this bill is Jill Epstein who is the Executive Director of the California Association of Marriage and Family Therapists. And Josh Asherman who's, was a practicing Marriage and Family Therapists.","Thank you Senator Hernandez and community members for your consideration. My name is Jill Epstein I'm the Executive Director of the California Association of Marriage and Family Therapists. An hour 32,000 members can be a solution to an obstacle identified by AV191 and I'm here to respectfully ask for your vote. As you just heard, AB191 adds licensed marriage and family therapists and","{14421128, 14421129, 14421127}",29712,False
86,86.0,False,Member,False,83.0,18255.0,False,False,True,State Agency Rep,"Yes. This is to Mr. Rodriguez. I was here in 2012 when this started. Wondering, when a program comes in, it's never good to do one time funding, with unspecified objectives. Otherwise it'll just kind of go away. That's my experience of being a state secretary and running an organization, an agency., So, direct question to you is do you need any legislative guidance or direction from the Assembly to run this program?","I think we're seeking your input and we have sought input from both houses of the Legislature on how they would, what element they'd like to see as we move forward. And so that's important to us on all issues and this is no different, so in a way we don't need quote unquote anything, but we are seeking your input. I mean this is-","{14896617, 15130909}",28223,False
87,87.0,False,Vice-Chair,False,26.0,19460.0,False,False,False,General Public,Mr. Reid?,"Yeah, Mr. Chairman and members, Aaron Reid. I'll be very brief. This bill is actually long overdue. Our firefighters fight right alongside local firefighters and they have a completely different and a better benefit. Not only that, they get paid 30% more money, and they also work a shorter work week. 56 hours versus my CAL FIRE 72 hour work week. But this is not about the pay or the work week.",{7652069},7493,False
88,88.0,False,Member,False,31.0,14856.0,False,True,False,General Public,"Consent calendar members. Does any member wish to remove an item from the consent calendar?, Seeing and hearing none., The clerk will read the second day consent calendar.","Assembly Bill 2390 by Assemblymember Brown, an act relating to juveniles.","{4967409, 4967411, 4967407}",6306,False
89,89.0,False,Not In Committee,False,39.0,21222.0,False,False,False,General Public,"Thank you chair members, hit and runs have a reason to epidemic proportions in California and unfortunately there's no sign of them slowing down, the latest number to come from CHP showing increase from 73,000 hit and runs in 2014 to 79,000 in 2015., There's one awful case just recently occurred right outside of my district a first grader, little girl was walking home from school when a red Chevy pickup truck crashed into her. The driver left this little girl lying in the street with several serious injuries. She spent her 7th birthday in a hospital bed awaiting a future of reconstructive surgeries and extensive rehabilitation., The driver was arrested a few days later. His future has yet to be decided by a judge. Believe it or not, under California's current penalty structure, he could possibly settle in court and get off with a couple $100 fine., And that's it. Hit and runs occur in all of our districts, leaving families torn apart with nothing to turn to, but unjust laws. The bill applies specifically to hit and run drivers who injure an individual, but, either enter into a plea bargain agreement where the sentence is reduced to a hit-and-run only with property damage. Under current law the driver can settle in court with only having to a couple $100 fine. AB 2088 corrects this injustice by requiring hit-and-run drivers who are involved in a collision where there was injury involved to either perform community service or, adhere to the terms of a licensed suspension. The idea behind this bill has been vetted for over a year and a half, and I wish that I could claim full credit, but the language I present to you today has truly been a bipartisan effort. While some concern still may exist over limiting court's discretion,, I want to stress that the court now has three penalty options ranging from a couple hours of community service to six months worth of license suspension. So that yes, the court already has the discretion to suspend an offender's license or require community service in these case scenarios, but we will need this bill to guarantee that a hit and run drivers are adequately held accountable to the suffering that they cause., So with me is Damian Kevitt who will share his personal story as a victim of hit and run and how his experience inspired him to start up a non-profit named Streets are for Everyone or SAFE, for short.","Committee Member, thank you for taking a moment to listen to me. In February 2013, could you introduce yourself again for us. My name is Damian Kevitt, I am Executive Director and founder of Streets are for Everyone. An efficacy group focusing on street safety for pedestrians, cyclists and all road users.","{7596167, 7596169, 7596171, 7596173, 7596175, 7596177, 7596179, 7596181}",7477,False
90,90.0,False,Member,False,68.0,3387.0,False,False,True,State Agency Rep,"How many of these kind of pilots do you have in process now? How many of these fundraising, revenue generating pilot projects are in process statewide?","So I wouldn't kind of deem this a revenue generation project. I would say that the most similar project to this would be the project that's in the Governor's Budget. It's the community liaison project. It was on, I think, vote only earlier in this agenda. It was several $100,000 for two individuals.",{6300710},7008,False
91,91.0,False,Possible Chair,False,100.0,8580.0,False,False,False,State Agency Rep,Thank you.,"The, the May Revise of the governor's budget released just a few hours ago at this point provides $265 million of funding for the transit intercity rail capital program. And allows us to increase funding in the, in our current call for projects from the 125 million to 290 million when combined with last year's appropriation.",{1078125},1055,False
92,92.0,False,Member,False,31.0,14856.0,False,False,False,General Public,"Ayes 74, Noes 0., Ayes 74, Noes 0.",Senate concur with resolution 44.,"{2692544, 2695252}",4223,False
93,93.0,False,Member,False,31.0,14856.0,False,False,False,General Public,"Thank you, Doctor Quirk. Seeing no discussion or debate on these amendments and without objection, we may take a voice vote. All those in favor, say aye. Aye. Opposed, say nay. The ayes have it. The amendments are adopted. Bill is out to print and back on file., Members, we're dispensing with amendments. We're going to move to File Item number 83. File Item number 83, that's AB 2220, by Mister Cooper.","Assembly Bill 2220, with amendments, by Assemblymember Cooper.","{6343770, 6343778}",7018,False
94,94.0,False,Member,False,4657.0,5486.0,False,False,True,State Const Ofice,And then did you do any surveys to see where they went?,"I didn't, our department didn't but we've looked at other research, it's not robust but we know a number went on in their lives. Particularly younger teachers went on to pursue other careers as attractive as teaching was to them the uncertainty and being hired and then laid off was part of it and others went back to retire instead of coming back into the professional.",{4125200},5335,False
95,95.0,False,Vice-Chair,False,74.0,4181.0,False,False,False,Lobbyist,"Okay, because that's important. Is that it is the law of the land, whether folks support it or not, and it's pretty open language to say you can consider it. I'll take you at your word that we need to follow the law that's on the books, which is 209., I can support this, because I think it has to be within compliance of our California State Constitution, and Proposition 209, which would have primary control over how this is actually implemented., I do think this may open some practices iff they go too far to constitutional challenge, that may come, and we'll address that if that comes down the way. But I'm pleased to support your bill, given what you've mentioned. Thank you for you candor.","I've gotta apologize for the lateness, a little bit of a crowd. Kimberly Rosenberger with Service Employees International Union. We haven't formal position, but upon reviewing it we like what it is trying to achieve and we are in support at this time. Thank you.","{12160906, 12160917, 12160918}",26745,False
96,96.0,False,Member,False,4.0,1133.0,False,False,True,General Public,"And so if you, if a school participates in an activity that's not a traditional classroom activity, does that in and of itself say that you will lose a certain amount? Or is it only if you cannot show in your audit, meaning if your blended activity has a cost, do you put that cost in your audit to say, while we weren't in class 80% of the time, we would submit that we had this activity and here is our cost. It was a blended activity but here is our cost for it, and that the department will see that it's something that can still be reimbursed.","Right, and that they're all aimed at the educational minutes that statute requires of all public schools, traditional and charter.",{814936},850,False
97,97.0,False,Member,False,4657.0,3465.0,False,False,False,LAO,Coming after you then.,"And, and since you're interested in these sorts of things Senator Moorlach, that because that is a pretty large chunk of money that is going through the community colleges but not only for community colleges. It will go to adult schools, which are part of the the school district system. As well as community colleges. That is excluded from this calculation of this share of Prop 98 that goes to community colleges versus school districts.",{803256},838,False
98,98.0,False,Member,False,93.0,879.0,False,False,False,General Public,"Thank you so much, Mr. Chair, and members, grateful to be here today. SB 685 is focused on veteran's service organizations. VSOs allow those who have bravely served this great country in any of the branches of the US military, to access programs and services, find support and friendship and help re-engage in their communities., It's crucial that these organizations which support those who have served, be provided the necessary tools to aid the two million veterans who call California home, and that number grows by 30,000 per year., SB 685 is a bipartisan proposal, that will allow veterans service organizations to host the general public, when holding events that serve alcohol, at their organization's establishment. This would be focused on beer and wine., The current alcohol license arrangement only allows a veteran and their one guest to be served alcohol hosted at the VSO's building or hall. This proposal will generate more revenue for VSOs, and will allow them to expand services for veterans into complete repairs and upkeep on aging veteran halls across this state., To be clear, this bill will not make veteran halls de facto bars, as only beer and wine would be allowed to serve at the time of the event, per the license, to the public, and not only in, only at specific events within their establishments., VSOs will still need to apply for an alcohol license, and all training requirements for bartenders will still apply. The main purpose of all non-profit veteran service organizations, has been to close the gap of services between the Department of Veteran's Affairs, and veterans., Very well.","Pete Conaty representing 20 veterans groups, many which are here to say, me too, and I have a good talk about, okay, one sure thing, sir, you heard earlier, you can't run a fine arts center on ticket sales, well you cannot run and maintain a veteran's post on membership anymore with the passing of the World War II generation.","{539586, 539626, 708300, 539598, 539568, 539638, 539610}",574,False
99,99.0,False,Member,False,64.0,3152.0,False,False,False,State Agency Rep,And primarily because of the federal requirement; that's a big difference because its glued to the federal dolars.,"In IHSS the federal funding is driven by the federal Medicaid requirement to be, you are a Medicaid provider as a IHSS provider.",{2130932},1925,False
100,100.0,False,Member,False,64.0,16596.0,False,False,False,General Public,"And we'd simply like, as I said earlier, for the Legislature to provide greater oversight over the agency and ensure it's performing its mission. Thank you., Next witness.","Hello, my name's Dr. Melinda Ginn. And I'm here also with Fred Seavey. And I was a provider at Kaiser for over 20 years, and was one of the people that worked intensively actually with the DMHC to try to bring about reforms in the service that we were able to provide to our patients.","{4504434, 4504430}",5746,False
101,101.0,False,Not In Committee,False,3.0,2294.0,False,False,False,General Public,Thank you.,In opposition.,{755745},800,False
102,102.0,False,Member,False,82.0,3037.0,False,False,False,State Agency Rep,"I mean there was a reason why it was called the hidden tax. But, so, would you agree to, quick question, many have also expected that the price will go up to like seventy five cents per gallon. Is that high?",We never accepted that number and to this day we don't see any basis for that speculation.,{37925},45,False
103,103.0,False,Member,False,59.0,5498.0,False,False,False,General Public,"Thank you, next speaker.","Leticia Garcia with Riverside County School, just want to align my comments with my colleague from San Diego Unified, and also add that we're appreciative for the flexibility of using those dollars to address some drought related issues locally. Thank you.",{1176828},1144,False
104,104.0,False,Not In Committee,False,62.0,15688.0,False,False,False,General Public,"Thank you, Madam Chair, good morning again members. SB 329 requires all state and local programs designed to facilitate home ownership to include manufactured homes. Even though many low-income families in California live in mobile home parks, they are not considered affordable housing and are excluded from resources, such as loan assistance and replacement with new, energy-efficient manufactured homes., Thank you very much, I respectfully ask for an aye vote.","Benjamin Palmer on behalf of the California Manufactured Housing Institute in strong support, here to answer any questions.","{15942883, 15970181}",30504,False
105,105.0,False,Member,False,68.0,14487.0,False,False,True,Unlabeled,"Do you have a lot of accrued testimony of individuals who really have been helped? Individual human beings that can come forward publicly and say, gee, this is what it did to my life?","Well, we do have quite a number of people but they are not here today, we did not ask them to make the trip. But yes, if you would like to hear from them in the form of written testimony or whatever, we would be happy to supply that.",{13938481},28333,False
106,106.0,False,Possible Chair,False,92.0,13999.0,False,False,False,General Public,"Thank you. Why don't we go to Anne, because you have to leave pretty soon. Right, Anne? So, why don't we go to Anne Mayer, she's the Executive Director down at Riverside, and you also have the background of not only working at the Riverside Transportation Commission, but working in our state government Caltrans, correct?",I do.,{2202498},2081,True
107,107.0,False,Member,False,31.0,14856.0,False,False,False,General Public,The clerk will read.,"Assembly Bill 706, by Assemblymember Bonilla, an act relating to the California AmeriCorps STEM.",{3566590},4835,False
108,108.0,False,Member,False,64.0,344.0,False,False,False,General Public,Thank you Kevin.,"Thank you Madame Chair, Frank Mecco, CWCA, the sponsors of the request to the Committee and to your staff, I just want to thank you for hearing it. Mr. Stone in response to that question you asked and please correct me if I if I don't have this right, but the information that we have is that the funding in the current budget allows for five trainings for thirty people per region.",{2038247},1929,False
