engagement,procedural,procedural_question,question,weak_question,topic_intro,uids_str,committee_position,committee_position_next,committee_position_prev,pid,pid_next,pid_prev,simple_label,simple_label_next,simple_label_prev,text,text_next,text_prev,uid_next,uid_prev,uids,vid
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[2299982, 2299984, 2321096]",Member,Not In Committee,Member,26,8789,64,Legislator,State Agency Rep,Legislator,"Yeah, still a couple more Madame Chair, thank you very much. Currently, state law has deadlines to initiate a complaint of an investigation., But there is no legislation for completing investigations. And again, being new to San Francisco, meeting people coming into my office, one of the complaints I have heard is the amount of time it takes to issue complaints. Sometimes exceeding 500 days, which puts the public at risk., What are you doing to make sure that we issue those citations in a timely way? Or at least let the institution know that there is major issues that we're concerned about, that they're putting the public at risk?","We do acknowledge that we have a backlog in issuing the citations. When our nurse surveyor team leaves a facility, we do at that time notify the facility of an intent to site and then the delay comes afterwards because that citation, to ensure that it meets legal standards, goes through multiple reviews. There's usually a physician, or there's often a physician or another consultant involved in reviewing the work of the survey team.",Okay. Any other questions?,2299986,2299980,"[2299982, 2299984, 2321096]",2030
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[2299982, 2299984, 2321096]",Member,Not In Committee,Member,26,8789,64,Legislator,State Agency Rep,Legislator,"Yeah, still a couple more Madame Chair, thank you very much. Currently, state law has deadlines to initiate a complaint of an investigation., But there is no legislation for completing investigations. And again, being new to San Francisco, meeting people coming into my office, one of the complaints I have heard is the amount of time it takes to issue complaints. Sometimes exceeding 500 days, which puts the public at risk., What are you doing to make sure that we issue those citations in a timely way? Or at least let the institution know that there is major issues that we're concerned about, that they're putting the public at risk?","We do acknowledge that we have a backlog in issuing the citations. When our nurse surveyor team leaves a facility, we do at that time notify the facility of an intent to site and then the delay comes afterwards because that citation, to ensure that it meets legal standards, goes through multiple reviews. There's usually a physician, or there's often a physician or another consultant involved in reviewing the work of the survey team.",Okay. Any other questions?,2299986,2299980,"[2299982, 2299984, 2321096]",2030
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[7875660],Vice-Chair,Not In Committee,Chair,14,2334,44,Legislator,General Public,Legislator,"So this bill prohibits unions, union members or union leaders from being paid to collect signatures?","Right, if their only purpose is to collect signatures.","Okay, no opposition. Any comments from members? Yes, Mr. Harper?",7875662,7875640,[7875660],7652
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[2474784, 2474788]",Member,Not In Committee,Chair,86,11742,23,Legislator,General Public,Legislator,"Thank you, Mr. Chair. I have a question about the solutions up there, in particular the top one. It says target energy efficiency. And in some ways I can understand how that would help, because if you improve lighting efficiency, for example, that would help you in the time of days where there's a problem., But other kinds of efficiency, while laudable, would actually hurt you. So for example, increased air conditioning efficiency would make things worse for you. Increased refrigeration efficiency wouldn't hurt you or help you, wouldn't help at all, in fact. So can you talk a bit more about that, what you mean by increased efficiency and why it helps?","From the PUC's perspective, one of the things we need to be able to do on energy efficiency, right now most of our energy efficiency programs are just looking at overall savings. We don't really look at where those savings are happened geographically, which is actually an important feature, and what time of day that's happening.","We don't wanna say, oh, the answer is batteries, until, at least this is my belief, until we've seen what can really work. So we really need you to do a lot of scenarios. So we can understand the cost of the various options. So other questions or comment? And by the way, you both gave great presentations, and I've Learned a lot, so I really appreciate it. Go ahead, Mr. Obernolte.",2474790,2474778,"[2474784, 2474788]",2856
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,[741303],Member,Not In Committee,Not In Committee,28,9902,7639,Legislator,General Public,General Public,"Would you like to make a comment, sir? State your name.","Yes Mr. Chairman. My name is Ross Browning. I live in Kings County. I have a small ranch in Laton, California.","Okay, I'll go first.",741307,741143,[741303],787
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[14017504, 14699169]",Member,Not In Committee,Chair,113,19749,22,Legislator,State Agency Rep,Legislator,"Please do take that back. because withholding the Proposition 98 apportionment without giving districts options may cause a hardship at the local level. So thank you, please take that back. Let me just look here. And with regard to the compliance audits as opposed to, I believe, in the past it's been a financial audit. And now we're looking at compliance audits. What I've heard from, some of the folks on the ground that that's going to be pretty expensive, pretty lengthy. Is that the best path to head down, requiring the compliance audit?","So the way the existing program works right now, OPSC does desk audits. So K through 12s are already familiar with the annual audit process, which they're already up to 32 categories that the audits require. So adding this one additional area to oversee, we don't see it as overly cumbersome or overly in costs.","Okay, thank you, questions or comments from Committee Members? Mr. O'Donnell.",14017508,14017486,"[14017504, 14699169]",28012
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[185426],Member,Not In Committee,Chair,98,3395,60,Legislator,State Agency Rep,Legislator,"Okay. That's a little bit of a problem for me because I think it's a unique mission and therefore, somehow that mission should be at the table. And then finally, I heard you say that part of this is going to respond to the LAO's concern about using outcome data and getting a standard metric and goals that are agreed upon?","That's what we intend and we intend for these consortia to work closely as part of the implementation of the Workforce Investment and Opportunity Act and then also, that we will be getting a report on how we might think about this moving forward.  We'll be getting a report from the Superintendent and the Chancellor and we intend to consider that as part of this discussion.","No need to apologize, Senator. Thank you, your concerns are all evidence-based and we're trying to get the most for our dollar spent, so your points are well-taken. Senator Hancock.",185436,185296,[185426],171
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[5119961],Member,Not In Committee,Member,64,17616,4657,Legislator,General Public,Legislator,"So the 12 month eligibility piece that Senator Jackson talked about would help in this particular scenario. Because Dad may have gotten seven hours 1 week out of 52 or 3 weeks out of 52. So the annual, the 12 month eligibility, would avoid this, you're on, you have subsidy, you don't, you have, you don't. Correct or incorrect?","Correct, Senator. However, there's a stipulation that California currently has that the parent must report income changes within five days. So one of the recommendations from the field is really make it 12 month eligibility. The parent comes in, qualifies based upon their income and situation today, and they remain qualified for 12 months.","I did nonprofit work in my previous life, and I've never seen one so I. I'll believe Senator Mitchell.",5119965,5150965,[5119961],6401
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[1413612],Member,Not In Committee,Member,60,2985,60,Legislator,State Agency Rep,Legislator,"Miss Bosler, are you suggesting that was in the governor's proposal?","That is reflected in our budget, over what was invested in 2014, and then also-","Having completed our first read of health and human services yesterday, we're going to begin today with K through 12. Due to some caucus obligations, we will probably have to break a little before 1 o'clock. And reconvene at two with every intention of getting through K through 12.",1413614,1413544,[1413612],1357
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[13270526, 13270527, 13325783]",Member,Not In Committee,Chair,43,111336,21,Legislator,State Agency Rep,Legislator,"I have a question., Thank you very much, Mr. Chair. The BOE has come under a lot of fire lately and there's been a lot of talk of massive structure reforms needed in the BOE. I've also heard that there are a number of excess employees at the BOE., And that's just kind of what I've heard around from various accounts that I've gotten. There's been a lot of discussion about the BOE lately. So my first question is how many people does the BOE actually employ?","We have close to 4,900 positions. Right now, of those 4,900, we have 639 that are vacant. Of that amount, there are 80 positions that are on approved leave of absence.",Mr. Allen?,13270530,13270525,"[13270526, 13270527, 13325783]",27463
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[13270526, 13270527, 13325783]",Member,Not In Committee,Chair,43,111336,21,Legislator,State Agency Rep,Legislator,"I have a question., Thank you very much, Mr. Chair. The BOE has come under a lot of fire lately and there's been a lot of talk of massive structure reforms needed in the BOE. I've also heard that there are a number of excess employees at the BOE., And that's just kind of what I've heard around from various accounts that I've gotten. There's been a lot of discussion about the BOE lately. So my first question is how many people does the BOE actually employ?","We have close to 4,900 positions. Right now, of those 4,900, we have 639 that are vacant. Of that amount, there are 80 positions that are on approved leave of absence.",Mr. Allen?,13270530,13270525,"[13270526, 13270527, 13325783]",27463
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[13030826, 13030827, 13030829]",Member,Not In Committee,Member,100944,111114,44,Legislator,Unlabeled,Legislator,"Thank you very much, and want to thank the author for bringing this bill as well. And really thank your witnesses in support. No offence to the author, but given the polished nature of your presentations, I was having a tough time telling who the Assemblymember was. So you did a great job., I have just one quick question. I'll save more comments for the close. But when, to the witnesses, when you told your friends, and I'm hoping you did tell your friends, that you'd be coming up to present today., What was their reaction when you told them, hey, I'm going to Sacramento to talk about trying to find more ways to incentivize younger people to vote and get engaged.","Well, they were really excited first of all. And then they also wanted the voting age to be lowered to 17. Because they feel the same way as I do and they do support that the voting age should be lowered to 17. And they just gave me a lot of support because that's what they want to happen.","But I've always been in favor of protecting our 17, 16, 15-year-olds against being tried as adults, and so forth and so on, for a host of reasons. And so this kind of goes against those issues. But I'm glad you came, I always encourage young people to come and to participate in the process. Thank you for coming.",13030830,13079814,"[13030826, 13030827, 13030829]",27316
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[9900982],Member,Not In Committee,Not In Committee,64,1434,1434,Legislator,General Public,General Public,And that would apply too to a citizen as well?,"Well, that mean you wouldn't have that scenario where the Federal government-","Through the chair. Senators, I think the issue here, and your question Senator Mitchell, was Is it burdensome to expect?",9900983,9900972,[9900982],17974
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[294291],Possible Chair,Not In Committee,Member,81,4034,44,Legislator,State Agency Rep,Legislator,Is the idea that consortia continue and the allocation boards are another entity? ...I heard you say that the consortia would continue? Were you going to say that?,"Correct, it's ongoing proposal... Consortia would exist throughout adult education block grant proposal.","Probably? Let's hope so, okay?",294297,347587,[294291],324
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[294291],Possible Chair,Not In Committee,Member,81,4034,44,Legislator,State Agency Rep,Legislator,Is the idea that consortia continue and the allocation boards are another entity? ...I heard you say that the consortia would continue? Were you going to say that?,"Correct, it's ongoing proposal... Consortia would exist throughout adult education block grant proposal.","Probably? Let's hope so, okay?",294297,347587,[294291],324
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[1334082],Member,Not In Committee,Member,106,7291,69,Legislator,State Agency Rep,Legislator,"But, before we leave your subject area, so how long would it take you to deploy those to the field if you needed to do so? And, are you indicating that the supplies and equipment are usable now, withstanding the fact that IVs and the other expendables are gone?","We think we could deploy them within six to 12 hours. We have trucking contracts that we could use, they're in warehouses in Central and Northern California. So, depending on where in the state we had to deploy them we could deploy them pretty quickly.","Thank you. Senator Roth, you have a question?",1334090,1334038,[1334082],1286
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[15419026],Member,Not In Committee,Vice-Chair,62,114321,61,Legislator,Unlabeled,Legislator,"Thank you, Mr. Vice Chair. Good afternoon Mr. Lowry. Good Afternoon. I throughly enjoyed meeting with you yesterday and hearing about what you and the other board members were doing and really appreciate your role on the Occupational Safety and Health Appeals Board. In your letter to the Committee, you noted that you think the board will continue to have challenges relating to independent contractors, indoor heat, and workplace violence, three things that are very near and dear to me. I represent an area that has a large number of warehouses in the middle of Southern California. Summer can become very, very hot, what is the board and Cal/OSHA doing to address the issue of indoor heat for both employers and employees?","Okay, the Cal/OSHA as a broad group has a high heat, I don't know if you want to call it a task force. But high heat efforts making targeting and concerted inspections where I think there may be heat illness problems. We decided in the last year, a decision related to high heat in warehouses. And the issue there was whether an employers Injury and Illness Prevention Plan, otherwise known as an IIPP, should and did cover high heat inside the warehouse. There are specific regulations that relate to outside, but we looked at the regulations for inside with the IIPP and determined that we did. We had a hearing when the employer appealed that decision to the Superior Court in Los Angeles last week. And the Superior Court affirmed that decision, so we're very happy with respect to that. And I'm sure that there will be other cases which we have to interpret the laws as you've written them and the regulations as they come to us.","All right, thank you very much. In questions my colleagues, Senator Leyva.",15419030,15419025,[15419026],30404
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[1423919],Member,Not In Committee,Member,60,2988,44,Legislator,LAO,Legislator,So the idea here being that we could benefit from the state's bulk purchasing power?,I believe so.,"So, it's a modest proposal when you look at it. A million dollars for a state this size to have its own labs, and to really begin to address communicable diseases in California.",1423921,1423905,[1423919],1369
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[584322],Not In Committee,Not In Committee,Possible Chair,67,8188,70,Legislator,State Agency Rep,Legislator,"OK. Would you or do you think your board of supervisors might have a position on standard-- making a statewide standard or as you're updating your voter system, are you looking at things like that?","They know we need a new voting system. I will be perfectly honest with this panel is that my citizens like the touchscreens. And they will use them if we do not have a voter that is disabled using him. And they do like them. And for that, they can see them.","And your vice chair talked a bit about that at the last hearing. All right, Mr. Chair.",584328,584212,[584322],622
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[5764620],Member,Not In Committee,Chair,64,18615,102,Legislator,General Public,Legislator,Do you have a vision or is there any desire on your part to have an expanded role and to expand the program at all?,"That would be a discussion that I would have to have with Commissioner Owen, and potentially even the governor's office, for that matter.","No, no, I'm being pro Los Angeles.",5764622,5764596,[5764620],6779
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[747351, 747363]",Member,Not In Committee,Vice-Chair,55,6553,61,Legislator,General Public,Legislator,"Maybe I'm reading the bill wrong, but I see that it's just addressing housing on page, where the hell was it? This is the Legislative Council's Digest. This is the state housing law, which is administered by the Department of Housing and Community Development, proscribes standards for buildings used by human habitation and establishes definitions for that purpose., So, if code enforcement were bringing an action against a motel for having mold, if this became law, would they have the ability, under regu, the, presumably, the regulations are promulgated, to determine whether it was mold caused by other conditions other than bad house keeping or ventilation substandard vent, ventilation.","Yeah, we have...","Anyone else? See no ring back to the committee for questions, comments? Yes, Senator Wieckowski.",747373,747345,"[747351, 747363]",794
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[6879919],Not In Committee,Not In Committee,Not In Committee,30,15930,15930,Legislator,State Agency Rep,State Agency Rep,"Just following along Senator Leno's questioning, both Ms. Costa and Ms. Heiman. Rather than doing the 25 million for innovation awards, why not identify the actual awardees to add some transparency so that we actually know where the money is going? For example, we actually identified one of your grantees, which is the Long Beach Promise and identified $15 million of support for a California promise to continue the innovation and expand that innovative program. I know Senator Lara's very familiar with that program, but why not identify that approach rather than have a $25 million in a block grant that we could look at where specifically the money's going and what programs are being identified as innovative?","One distinction I would make and then I'll turn it over to analyst is that through the innovation awards, both our previous proposal and this, they were much broader based than just a promise program and although we did recognize the Long Beach promise, there are a variety, and Christian can remind me of the particular categories that we've had. All really aimed at helping improve the four year graduation rate, whereas the proposal for the 15 million is for one particular approach that has proven successful. I think part of our desire was to really look across this state and across the segments. To look at a variety of innovative approaches that might be applicable statewide.","We'd be happy to provide you with additional information, Senator. Thank you.",6879925,6879917,[6879919],7171
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,[1291267],Not In Committee,Not In Committee,Chair,83,431,113,Legislator,General Public,Legislator,Thank you. Is there anyone else in opposition? With testimony? Please come to the mic then and state your name and your organization.,"Thank you Assembly Member, Alice Kessler here representing the California Academy of Family Physicians. We are in opposition to the bill. Thank you.","Mr. Chavez I'm going to have to ask that, I'm going to handover the gavel to you and I'll be back momentarily.",1291277,1290875,[1291267],1248
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[4100011],Not In Committee,Not In Committee,Chair,70,16183,100,Legislator,General Public,Legislator,Some of the folks at the [UNKNOWN] have been making the case that this is just an unfair system. Do you believe arbitration to be patently unfair?,"I don't take a position on that. I do it and we provide- I understand, you're asking me for a personal opinion and I'm not going to give it. I represent a company, and we do arbitration in accordance with the law the best way possible.",Senator Allen?,4100015,4100009,[4100011],5291
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[13177079],Member,Not In Committee,Not In Committee,100,3466,3458,Legislator,LAO,LAO,"And is there a reason that this isn't funding that might be directed towards specific proposals? Is there a reason why it's just sort of as each campus needs, rather than some of the directives that the state has put into place previously?","I'd probably have to defer to the administration on the rationale for their proposal, but our thinking is that colleges do face a variety of pressures, everything from pensions to other sorts of cost increases.","So we'd recommend you reduce funding for stage two. Additionally, the main revision does not include additional funding that we think would be necessary to comply with the federal requirement around quality improvement spending. So we would recommend that you add $7 million for quality improvement activities to meet this requirement.",13177080,13177058,[13177079],27398
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[7594372, 7594374]",Member,Not In Committee,Member,10481,6440,60,Legislator,General Public,Legislator,"Okay so, what you're saying is that, under the right legislation passed in 2013,, there have been hundreds of individuals that, juveniles, that have been designated. But only a few cases that you are familiar with, where that's resulted in appeal of that designation.",That's correct.,Senator Glazer?,7608963,7594324,"[7594372, 7594374]",7471
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[277734],Member,Not In Committee,Member,66,3108,70,Legislator,State Agency Rep,Legislator,"And you will establish the processes in the future, so that we don't get to that point again, so the checks and balances will be there in the proper reporting and in requests.","Yes, and it will also be done in a way so if you don't take the proper balances there, you can weigh in appropriately.","I mean, the Senate's taking this oversight rule very seriously, and appreciate your attention to this.",277740,277646,[277734],305
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[340388],Vice-Chair,Not In Committee,Not In Committee,91,792,80,Legislator,General Public,Legislator,"Thank you, Mr. Chairman. Just a question. This is a bill that's been seen time and time again, it's got a sunset clause on it. These are the type of bill sometimes that, quite honestly, it's a redundancy of action taking up our time. When are we going to do away with the sunset?","Mr. Bigelow, if I may. Matt Siverling, on behalf of the California Agricultural Commissioners and Sealers Association. We put the sunset into the bill sort of as an agreement with the industries that we regulate. They'd actually like to see this come back every three to five years to make sure the fees are appropriate, that the program's working, and they like to continue to support my folks going into regulate them and making sure their scales, pumps, and meters. So it's a mutual agreement, sir.","Great, questions or comments from the Committee? Mr. Vice Chair?",340396,340386,[340388],375
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[491128],Member,Not In Committee,Not In Committee,108,1279,1279,Legislator,General Public,General Public,Thank you. Tallow? T-a-l-o?,"There we go. See? That's why we're given the-- Tallow, t-a-l-l-o-w. We use that to make those things and they've been doing this since the pharaohs were around since Egypt. They found rendering materials in pyramids.","Again, I represent both seed farmers and dealers, but we purely respect the concerns of the Farm Bureau and have tried to integrate that. That's what we're trying to do and it does get confusing, but that's we're trying to harmonize so all transactions fall under one governing law with an alternative dispute resolution system. Thank you.",491130,490924,[491128],522
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[575829],Member,Not In Committee,Member,59,5816,59,Legislator,General Public,Legislator,"If I can ask a question in the side of my ignorance, so this change in rules, is this something done at the department level or is there legislation needed?","Well, we believe that there should be legislation because it can be done quickly without getting into the weeds. I think it could be done through the-- could actually be done through the budget. And there are also some proposals on the table and legislation for 12-month eligibility.","And at this point we will have our second set of public comments. And again, just as in the past, I want to ask you to restrict your comments to one of the four-- one of the three topic areas we just covered, either the federal CCDBG grants, or state preschool oversight as we discussed, or the Head Start Partnership grant.",575833,575695,[575829],610
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[603606],Not In Committee,Not In Committee,Not In Committee,53,1214,85,Legislator,General Public,Legislator,"I just have a quick question because I caught part of a stat but I'm not sure. So you said 3% of, was it workers comp doctors, or overall doctors, are responsible for 55% of prescriptions.",Yes. Worker's Compensation doctors. I can get you the statistic afterwards.,Thank you. Assembly member Gonzales.,603610,603602,[603606],641
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[619954],Member,Not In Committee,Chair,70,1137,104,Legislator,Lobbyist,Legislator,"So, you would wanna have the board expanded? So there'd be a couple more members so you could include both the lower LA county cities and also Orange County?","Correct, one way to do that would be...",A question for...,619968,619952,[619954],658
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[808951],Not In Committee,Not In Committee,Not In Committee,14,2693,37,Legislator,General Public,Legislator,"So under this bill, can you decrease salary below what was the initial posting?","See, I would just say, when you're advertising for a job, you put the hours, the conditions, right? You have all of the information, if you need to change the structure of the position, then it is a different position than what you, you've initially advertised.","Any other questions or comments, Vice Chairman Harper?",808955,808887,[808951],844
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[808951],Not In Committee,Not In Committee,Not In Committee,14,2693,37,Legislator,General Public,Legislator,"So under this bill, can you decrease salary below what was the initial posting?","See, I would just say, when you're advertising for a job, you put the hours, the conditions, right? You have all of the information, if you need to change the structure of the position, then it is a different position than what you, you've initially advertised.","Any other questions or comments, Vice Chairman Harper?",808955,808887,[808951],844
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[1100123],Member,Not In Committee,Not In Committee,64,3227,5604,Legislator,State Agency Rep,General Public,"Okay, and a copy will be provided to committee staff?",Absolutely.,"We've seen the trial bill language, we understand there's a few drafting errors that are going to be changed, as soon as we see that, we're hopeful we'll sign off on it. Thank you",1100125,1100001,[1100123],1071
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[2051953],Member,Not In Committee,Not In Committee,64,344,7437,Legislator,General Public,General Public,"I have one question this proposal would serve an additional 10,000 children approximately about 4,500 families. Just, you know, humor me what the budget amount being necessary to fund all those that Mr. Mecca talked about who are moving into the homeless category every month in the State of California.","It's hard to know for sure and I don't mean to be evasive. In this first year 42 county supplied and those 42 counties supplied for about $54 million. Twenty was appropriated, so we know for sure there's 34 million.",We know that unfortunately your story is not unique that so many survivors of domestic violence find themselves in this exact situation and impacted by the Maximum Family Grant Rule. We are very pleased to see this come before the Committee and urge you to move forward with the repeal.,2051963,2051815,[2051953],1920
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[2371213],Member,Not In Committee,Member,96,2397,103,Legislator,General Public,Legislator,"And just to clarify that gross premiums tax, cause you said you now added the other commercial plans. Are we paying the gross premium tax?",So the gross premiums tax is imposed through the California Department of Insurance.,"I'd like to thank, I'm gonna make a comment. Oh, you have a question? Go ahead, Senator Pan, then I have a comment.",2371217,2371195,[2371213],2810
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[3307095],Member,Not In Committee,Chair,4657,2986,60,Legislator,Unlabeled,Legislator,That's massive and 10% of that is capital gains revenues.,"Think that's about right. Depends on the year, obviously, but.",Thank you for highlighting that. Senator Moorlach.,3307097,3307079,[3307095],4671
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[3651312],Not In Committee,Not In Committee,Not In Committee,34,1346,34,Legislator,General Public,Legislator,Got it and that's all under SB 693? AB.,AB.,"Thank you. Seeing no more questions for the dais, let me just ask one final question, and it should be fairly short. Just thinking about the economy, you had talked about freight hubs, distribution, the ports. And I know, working with my local area district, and I'm sure my colleagues as well. Your district's over, I know since the last 10 years that I've worked with them, have always focused a lot on stationary sources. Now, it seems like the ARB and everyone's moving towards mobile sources.",3651314,3650826,[3651312],4873
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[4271079],Member,Not In Committee,Member,25,1400,64,Legislator,General Public,Legislator,And that's automatic? That doesn't? Thank you.,"It's by statute, I believe. It's updated annually by the department.","Just how you would view it and approach it. Not that you would, but if you were to, just, I don't know if, you know, the way in which you approach budgeting, if setting the floor is even feasible for you in terms of the approach that you use. Any comments? I saw you lean in. Yes, Senator Monning.",4265784,4265770,[4271079],5571
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[5003498],Vice-Chair,Not In Committee,Chair,88,159,20,Legislator,Lobbyist,Legislator,"Let me ask maybe Mr. Baker, on the point you just made about the overbreadth of the bill, with respect to a situation, say a misconduct claim against an officer or whatever, where that re-recording might be prohibitive evidence. Does the bill prohibit the use of that in some sort of judicatory procedure or is it just exempted from public disclosure? And doesn't that help solve your concern?","Well, Mr. Wagner, I think you're right that by treating it as a record that cannot be disclosed to the public, it doesn't necessarily prevent its use in litigation. But we do believe in civilian oversight of law enforcement agencies. We do believe that there is a right for elected officials and the public generally to know how law enforcement agencies are operating.","Thank you. Anyone else in opposition? Seeing none. I'll bring it back to the Committee. Questions, comments, Mr. Wagner?",5003504,5003492,[5003498],6333
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"[5381666, 5381672, 5381674, 5381680]",Member,Not In Committee,Not In Committee,106,515,6440,Legislator,General Public,General Public,"Because I'll tell you one of my concerns, obviously I'm concerned about children's hospitals and we have one down where I come from, or more than one. But I'm also very, very concerned about our county hospitals or safety net hospitals., The hospital in Riverside County as I recall last year or the year before was losing $50 million year. I think they've done a turn around down there, but as I look at this bill, and of course, we don't seem to have a lot of time to do background on some of this stuff before we're asked to vote., I don't know the impact on that hospital, because clearly the county hospital has outpatient clinics. Counties are allowed to employ physicians. I don't know how making this adjustment to those outpatient clinics that, are collocated on the hospital grounds, what impact that would have on the hospital's financial situation and I certainly need to look into that. Yes ma'am, you want to clear me up?",No. Never correct you on your own hospital Senator.,"Then I have next in order, Senator Roth.",5381684,5381642,"[5381666, 5381672, 5381674, 5381680]",6522
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[7272168],Possible Chair,Not In Committee,Possible Chair,103,15673,103,Legislator,Lobbyist,Legislator,aggressively monitors and tries to change behavior with?,"When I was referring to the component parts, I was referring to the language and subdivision B of section 3130.51. And it talks about the BOE will have to adopt regulations, explaining how the equivalency tax applies when the delivery device is sold together with the nicotine.","Thank you is there any other questions or comments? Seeing no other questions or comments from any of the members. We're going to move on to item, thank you very much, I appreciate it for the update in the LAO's office. We're going to go into item number three, Board of Equalization, we have Stephan Smith, Ex Council.",7272170,7272128,[7272168],7337
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[7283318],Member,Not In Committee,Chair,60,2270,98,Legislator,Lobbyist,Legislator,"That is definitely helpful. Just to get a little more specific, how would a dealer for example read the bill? And differentiate between a block of aluminum and the piece next to it.","I would say that a block of aluminum is not. I don't have the exact language before me, but clearly and then it would be a design to enable person to manufacture firearms. No matter what sticker you put on it. A block of metal is not clearly an intentionally design for that purpose, this other product is.","Was the Center for Gun Violence or the Brady Campaign, here? Yep. The issues, I believe, have to do with the vagueness of definitions and how we handle that.",7283322,7283294,[7283318],7347
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[7283318],Member,Not In Committee,Chair,60,2270,98,Legislator,Lobbyist,Legislator,"That is definitely helpful. Just to get a little more specific, how would a dealer for example read the bill? And differentiate between a block of aluminum and the piece next to it.","I would say that a block of aluminum is not. I don't have the exact language before me, but clearly and then it would be a design to enable person to manufacture firearms. No matter what sticker you put on it. A block of metal is not clearly an intentionally design for that purpose, this other product is.","Was the Center for Gun Violence or the Brady Campaign, here? Yep. The issues, I believe, have to do with the vagueness of definitions and how we handle that.",7283322,7283294,[7283318],7347
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[12183980],Member,Not In Committee,Vice-Chair,108,740,84,Legislator,General Public,Legislator,"Yeah, so I remember the very important programme for both of our districts, in terms of having these vital services especially in rural areas. One question though is we've struggled with, what is a right revenue source for this and though in the past we've said, hey is traffic tickets really the right place to be doing this? Have we looked at different ways to help fund this program and where are we at on that?","Sure. Catherine Austin Scott. There are different options through DMV fees and so forth, but I think the legislatures looked at those at a whole. When we looked at the Nexus of car accidents, and the service, we anecdotally saw about a 50% on average that the services provided were related to car accidents and then when we looked a little deeper, at that nexus, we looked at what causes car accidents and","Thank you. Any other witnesses in support? Seeing none, witnesses in opposition? Seeing none, questions or comments from the Committee? Mr. Gallagher.",12183982,12183978,[12183980],26738
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[12183980],Member,Not In Committee,Vice-Chair,108,740,84,Legislator,General Public,Legislator,"Yeah, so I remember the very important programme for both of our districts, in terms of having these vital services especially in rural areas. One question though is we've struggled with, what is a right revenue source for this and though in the past we've said, hey is traffic tickets really the right place to be doing this? Have we looked at different ways to help fund this program and where are we at on that?","Sure. Catherine Austin Scott. There are different options through DMV fees and so forth, but I think the legislatures looked at those at a whole. When we looked at the Nexus of car accidents, and the service, we anecdotally saw about a 50% on average that the services provided were related to car accidents and then when we looked a little deeper, at that nexus, we looked at what causes car accidents and","Thank you. Any other witnesses in support? Seeing none, witnesses in opposition? Seeing none, questions or comments from the Committee? Mr. Gallagher.",12183982,12183978,[12183980],26738
