"PARTICIPATION: For each committee, rank all committee members by who, on average, makes the longest uninterrupted statements."


cid,committee name,pid,first,last,avg_statements_words,avg_statements_time,totalStatements
,,57,Joel,Anderson,72.5960,29.1919,99
,,55,Bob,Wieckowski,68.1421,26.5956,183
,,60,Mark,Leno,64.2591,27.6113,247
,,100,Hannah-Beth,Jackson,38.8222,16.1279,3504
,,4657,John,Moorlach,27.4833,11.0313,480
60,Senate Standing Committee on Labor and Industrial Relations
,,100,Hannah-Beth,Jackson,233.2917,88.8958,48
,,26,Jeff,Stone,81.6022,30.7182,181
,,60,Mark,Leno,71.4823,30.2340,141
,,64,Holly,Mitchell,68.8235,26.0000,68
,,52,Tony,Mendoza,26.7399,13.1309,596
61,Senate Standing Committee on Natural Resources and Water
,,100,Hannah-Beth,Jackson,90.3544,35.4417,206
,,48,Ben,Hueso,76.1000,30.0714,70
,,25,Bill,Monning,57.4844,24.6094,64
,,94,Lois,Wolk,56.1322,23.2816,174
,,99,Robert,Hertzberg,55.2736,16.9005,201
,,70,Benjamin,Allen,50.3011,19.3792,269
,,56,Andy,Vidak,47.5294,17.0000,34
,,26,Jeff,Stone,46.2046,18.5476,347
,,104,Fran,Pavley,42.2221,18.2039,1427
62,Senate Standing Committee on Public Employment and Retirement
,,4657,John,Moorlach,69.3438,26.7813,32
,,96,Richard,Pan,67.8927,26.2103,233
,,92,Jim,Beall,41.1667,17.6667,30
,,51,Mike,Morrell,27.6522,12.6522,23
,,1,Isadore,Hall,13.7200,5.6400,25
63,Senate Standing Committee on Public Safety
,,26,Jeff,Stone,77.1742,30.2683,287
,,10481,Steve,Glazer,59.7366,22.1920,224
,,60,Mark,Leno,51.5989,21.3481,566
,,25,Bill,Monning,50.5901,23.5180,222
,,63,Carol,Liu,36.1149,17.1149,87
,,98,Loni,Hancock,31.7353,17.1080,2074
,,57,Joel,Anderson,31.1940,15.8172,268
64,Senate Standing Committee on Rules
,,61,Anthony,Cannella,78.5532,23.6383,235
,,64,Holly,Mitchell,75.0847,30.0235,425
,,54,Tom,Berryhill,66.5789,26.8158,76
,,62,Connie,Leyva,56.7991,18.9954,219
,,102,Kevin,De Leon,55.0322,22.9431,1741
65,Senate Standing Committee on Transportation and Housing
,,93,Mike,McGuire,111.2051,40.3077,156
,,58,Pat,Bates,107.2577,39.0000,97
,,52,Tony,Mendoza,84.7706,26.6606,109
,,55,Bob,Wieckowski,65.4109,25.6683,202
,,70,Benjamin,Allen,62.6543,21.8457,188
,,24,Ted,Gaines,49.5342,20.4795,146
,,106,Richard,Roth,48.9768,19.2748,302
,,62,Connie,Leyva,42.6966,14.0000,145
,,92,Jim,Beall,31.4229,15.0688,2615
,,61,Anthony,Cannella,28.3011,9.7032,465
66,Senate Standing Committee on Veterans Affairs
,,65,Janet,Nguyen,111.0000,42.7143,14
,,106,Richard,Roth,64.9769,25.8538,130
,,48,Ben,Hueso,53.0000,20.1500,20
,,68,Jim,Nielsen,45.6499,19.5441,397
,,70,Benjamin,Allen,33.3333,11.9630,54
67,"Senate Budget Subcommittee No. 5 on Corrections, Public Safety and the Judiciary"
,,92,Jim,Beall,62.1419,27.1959,148
,,98,Loni,Hancock,50.4532,26.0087,459
,,57,Joel,Anderson,24.2593,9.8148,27
68,Senate Budget Subcommittee No. 1 on Education
,,70,Benjamin,Allen,45.3702,17.3646,362
,,59,Marty,Block,34.8787,14.0042,1426
,,4657,John,Moorlach,29.8052,11.7550,498
69,"Senate Budget Subcommittee No. 2 on Resources, Environmental Protection, Energy and Transportation"
,,68,Jim,Nielsen,50.4704,20.8645,406
,,104,Fran,Pavley,42.1844,18.1158,423
,,94,Lois,Wolk,33.2789,15.0764,1244
70,Senate Budget Subcommittee No. 3 on Health and Human Services
,,26,Jeff,Stone,58.5404,21.2228,570
,,25,Bill,Monning,37.0789,16.8284,507
,,64,Holly,Mitchell,30.4566,13.5501,3552
71,Senate Budget Subcommittee No. 4 on State Administration and General Government
,,96,Richard,Pan,80.3182,28.3409,44
,,65,Janet,Nguyen,66.3077,26.6923,13
,,106,Richard,Roth,37.0570,16.2785,316
73,Assembly Select Committee on Aerospace
,,6,Autumn,Burke,79.5000,24.5000,4
76,Assembly Select Committee on California's Clean Energy Economy
,,47,Brian,Dahle,225.5000,74.1250,8
,,6,Autumn,Burke,100.0000,35.3333,3
,,120,Anthony,Rendon,75.0000,29.0000,1
,,2,Richard,Bloom,57.0000,22.0000,2
,,86,Jay,Obernolte,52.5882,18.1765,17
,,23,Bill,Quirk,50.6807,22.8992,238
,,12,Das,Williams,50.2500,22.2500,24
,,16,Jacqui,Irwin,46.2500,13.5000,4
,,22,Kevin,McCarty,41.0000,13.6000,5
,,116,Ed,Chau,38.0000,11.0000,1
78,Assembly Select Committee on Campus Climate
,,108,James,Gallagher,541.0000,218.0000,1
,,44,Shirley,Weber,223.6538,69.9615,26
,,30,Philip,Ting,58.0000,19.0000,1
79,Assembly Select Committee on Career Technical Education and Building a 21st Century Workforce
,,72,Jim,Wood,248.0000,91.0000,1
,,40,David,Hadley,179.8333,71.8333,6
,,17,Miguel,Santiago,126.7500,40.2500,4
,,6,Autumn,Burke,70.5000,24.0000,20
,,113,Patrick,O'Donnell,31.6667,13.3333,3
81,Assembly Select Committee on Coastal Protection
,,30,Philip,Ting,271.0000,95.0000,1
,,20,Mark,Stone,70.8947,26.7895,19
82,Assembly Select Committee on Community and Law Enforcement Relations and Responsibilities
,,44,Shirley,Weber,758.2000,236.6000,5
,,108,James,Gallagher,251.5000,101.3333,6
,,85,Rob,Bonta,161.0000,49.0000,1
,,87,Reginald,Jones-Sawyer,139.6316,54.1579,19
,,69,Freddie,Rodriguez,115.7500,32.6250,8
,,10,Tom,Lackey,106.1667,42.8333,6
,,21,Jim,Cooper,77.0241,26.5904,83
,,23,Bill,Quirk,76.6364,34.6364,11
83,Assembly Select Committee on Craft Brewing and Distilling
,,36,Adrin,Nazarian,102.0000,41.0000,1
,,22,Kevin,McCarty,84.6000,28.0000,10
,,39,Eric,Linder,78.0000,35.3333,3
,,8,Marc,Levine,63.8824,24.1765,17
,,21,Jim,Cooper,15.0000,6.0000,1
,,80,Jimmy,Gomez,12.3333,5.8333,6
84,Assembly Select Committee on Cybersecurity
,,21,Jim,Cooper,163.5000,47.0000,2
,,86,Jay,Obernolte,112.0000,37.0000,2
,,7,David,Chiu,73.3333,22.0000,6
,,116,Ed,Chau,53.5000,16.5000,2
,,16,Jacqui,Irwin,51.3077,21.2308,26
85,Assembly Select Committee on Digital Divide in Rural California
,,72,Jim,Wood,66.4700,24.5200,100
88,Assembly Select Committee on Foster Care
,,28,Mike,Gipson,133.0000,52.0000,1
,,16,Jacqui,Irwin,96.0000,40.0000,1
,,89,Patty,Lopez,55.0000,19.0000,1
,,45,Ken,Cooley,50.8491,21.1462,212
,,21,Jim,Cooper,32.0000,9.8000,5
92,Assembly Select Committee on Infectious Diseases in High Risk Disadvantaged Communities
,,28,Mike,Gipson,64.9167,28.5556,36
,,29,Marie,Waldron,53.5000,20.0000,2
93,Assembly Select Committee on Local Emergency Preparedness
,,69,Freddie,Rodriguez,104.8000,38.4667,30
,,12,Das,Williams,86.6875,38.5000,16
,,45,Ken,Cooley,41.0000,13.0000,1
,,21,Jim,Cooper,21.6667,5.6667,3
96,Assembly Select Committee on Rail
,,27,Adam,Gray,183.6667,70.0000,3
99,Assembly Select Committee on Renewable Energy Development and Restoration of the Salton Sea
,,79,Chad,Mayes,109.2500,35.5000,8
,,38,Eduardo,Garcia,85.6765,36.0441,68
,,120,Anthony,Rendon,54.0000,18.5000,2
,,71,Bill,Dodd,26.0000,10.7778,9
100,"Assembly Select Committee on Science, Technology, Engineering and Math Education"
,,45,Ken,Cooley,766.0000,287.0000,1
,,3,Susan,Bonilla,188.6471,73.3529,17
102,Assembly Select Committee on Status of Boys and Men of Color
,,4,Tony,Thurmond,153.1613,51.4839,31
,,85,Rob,Bonta,106.8448,38.8276,58
,,13,Cheryl,Brown,85.3214,35.0000,28
,,87,Reginald,Jones-Sawyer,66.1111,29.3611,72
,,120,Anthony,Rendon,59.0000,20.0000,1
,,30,Philip,Ting,44.0000,14.0000,2
103,Assembly Select Committee on Status of Girls and Women of Color
,,38,Eduardo,Garcia,271.0000,97.0000,1
,,13,Cheryl,Brown,181.2500,83.7500,4
,,112,Cristina,Garcia,162.0000,47.0000,2
,,76,Nora,Campos,119.1304,51.1304,23
,,53,Lorena,Gonzalez,61.8980,22.0408,49
,,5,"K.H. ""Katcho""",Achadjian,37.6000,12.0000,10
106,Assembly Select Committee on Waste Reduction and Recycling in the 21st Century California
,,47,Brian,Dahle,125.6667,49.0000,3
,,86,Jay,Obernolte,72.8000,25.2000,5
,,117,Richard,Gordon,54.6667,25.3704,27
,,22,Kevin,McCarty,32.8333,12.0000,6
107,Assembly Select Committee on Water Consumption and Alternative Sources
,,82,Young,Kim,95.0000,46.0000,2
,,117,Richard,Gordon,64.9333,31.5333,75
,,17,Miguel,Santiago,37.0000,12.0000,1
,,5,"K.H. ""Katcho""",Achadjian,33.0000,13.0000,1
109,Assembly Select Committee on Women in the Workplace
,,7,David,Chiu,228.0000,74.4545,11
,,112,Cristina,Garcia,196.6667,56.3333,3
,,47,Brian,Dahle,133.5000,44.0000,4
,,76,Nora,Campos,125.9583,53.7083,24
,,41,Melissa,Melendez,69.0000,22.4286,7
,,53,Lorena,Gonzalez,66.2233,23.5437,103
112,Assembly Select Committee on Youth and California's Future
,,50,Matthew,Dababneh,274.4286,84.1429,7
,,21,Jim,Cooper,232.0000,56.0000,1
,,53,Lorena,Gonzalez,212.0000,64.5000,2
,,115,Ian,Calderon,162.6667,54.3333,27
115,"Senate Business, Professions and Economic Development Subcommittee on California's Innovation, Technology and Life Sciences Economy"
,,66,Jerry,Hill,49.7895,18.8421,19
,,54,Tom,Berryhill,45.0000,16.3333,3
118,Senate Select Committee on Aging and Long Term Care
,,63,Carol,Liu,102.0000,38.0000,1
,,93,Mike,McGuire,61.0000,18.2500,4
119,Senate Select Committee on California-Mexico Cooperation
,,102,Kevin,De Leon,422.0000,172.0000,2
,,48,Ben,Hueso,70.5926,32.5679,81
,,70,Benjamin,Allen,59.5714,18.1429,7
,,51,Mike,Morrell,33.2857,13.0714,14
,,62,Connie,Leyva,24.4706,8.2941,17
121,Senate Select Committee on Climate Change and AB 32 Implementation
,,102,Kevin,De Leon,1214.0000,503.0000,1
,,92,Jim,Beall,156.6667,81.3333,3
,,104,Fran,Pavley,97.3333,41.7143,21
,,60,Mark,Leno,66.2143,32.4286,14
122,Senate Select Committee on Defense and Aerospace
,,58,Pat,Bates,154.5000,54.0000,2
,,70,Benjamin,Allen,77.6667,24.2222,9
,,49,Jean,Fuller,60.4000,25.0000,15
124,Senate Select Committee on Mental Health
,,96,Richard,Pan,284.0000,109.0000,1
,,98,Loni,Hancock,83.8333,37.0000,12
,,92,Jim,Beall,71.8727,31.0364,55
,,25,Bill,Monning,65.0000,30.6000,10
,,57,Joel,Anderson,57.0000,18.0000,1
126,Senate Select Committee on Passenger Rail
,,92,Jim,Beall,107.9000,47.1000,10
,,95,Cathleen,Galgiani,77.0000,30.0000,2
,,100,Hannah-Beth,Jackson,67.6338,25.5493,71
,,70,Benjamin,Allen,42.2500,14.5000,4
,,61,Anthony,Cannella,24.0000,8.0000,1
129,Senate Select Committee on The Sacramento-San Joaquin Delta
,,98,Loni,Hancock,65.2500,32.2500,4
,,94,Lois,Wolk,63.2273,28.4773,44
130,Senate Select Committee on Women and Inequality: Strategies to Promote Opportunity
,,93,Mike,McGuire,221.0000,80.0000,1
,,100,Hannah-Beth,Jackson,141.2143,54.5714,14
,,64,Holly,Mitchell,69.0385,26.4038,52
,,63,Carol,Liu,29.2353,13.4118,17
131,Assembly Select Committee on Civic Engagement
,,73,Susan,Eggman,64.6000,22.1750,40
135,"Senate Energy, Utilities and Communications Subcommittee on Gas, Electric and Transportation Safety"
,,66,Jerry,Hill,79.8148,29.8333,54
138,Senate Select Committee on Children with Special Needs
,,96,Richard,Pan,92.6667,32.5000,78
140,Senate Governance and Finance Subcommittee on Modernizing Government
,,99,Robert,Hertzberg,68.7287,21.1395,129
141,Budget Conference Committee
,,2,Richard,Bloom,83.0536,36.3571,56
,,44,Shirley,Weber,80.8683,26.0988,334
,,68,Jim,Nielsen,57.9059,23.0314,287
,,107,Ricardo,Lara,50.1608,18.8322,143
,,60,Mark,Leno,32.1047,15.1498,1843
,,41,Melissa,Melendez,28.0994,10.3354,161
143,Finance
,,41,Melissa,Melendez,191.0000,67.0000,1
,,22,Kevin,McCarty,78.5000,29.0000,2
,,44,Shirley,Weber,48.1429,21.0476,21
,,30,Philip,Ting,24.5000,11.0000,2
144,Transportation and Infrastructure Development
,,7,David,Chiu,309.0000,109.0000,1
,,113,Patrick,O'Donnell,98.8333,29.1667,6
,,39,Eric,Linder,88.0000,32.6667,3
,,6,Autumn,Burke,86.0000,29.0000,1
,,114,Jim,Frazier,53.3288,20.2877,73
,,46,Mike,Gatto,37.0000,14.0000,1
,,5,"K.H. ""Katcho""",Achadjian,33.7778,10.6667,9
,,71,Bill,Dodd,23.5000,11.5000,2
,,73,Susan,Eggman,9.0000,3.5000,2
145,Public Health and Developmental Services
,,17,Miguel,Santiago,308.0000,117.0000,1
,,72,Jim,Wood,140.6111,46.7778,18
,,38,Eduardo,Garcia,127.1250,49.7500,8
,,74,Catharine,Baker,111.3889,36.0000,18
,,4,Tony,Thurmond,102.7436,35.8205,39
,,8,Marc,Levine,85.6667,31.3333,15
,,3,Susan,Bonilla,66.0952,26.8095,42
,,84,Brian,Maienschein,48.2000,18.4500,20
,,20,Mark,Stone,47.1667,18.5000,36
,,76,Nora,Campos,44.8182,18.7273,11
,,79,Chad,Mayes,41.1667,15.2500,12
,,85,Rob,Bonta,29.4783,11.8370,276
,,35,Marc,Steinorth,19.3333,5.6667,3
146,Transportation and Infrastructure Development
,,61,Anthony,Cannella,238.1429,80.4286,7
,,93,Mike,McGuire,156.7059,58.9412,17
,,62,Connie,Leyva,134.5000,47.0000,6
,,104,Fran,Pavley,129.0000,55.6000,10
,,70,Benjamin,Allen,123.0667,40.8000,15
,,54,Tom,Berryhill,106.3750,41.0833,24
,,24,Ted,Gaines,95.1000,39.4000,10
,,55,Bob,Wieckowski,80.4651,31.6279,43
,,92,Jim,Beall,55.0199,25.1728,301
,,63,Carol,Liu,14.6667,7.2000,15
,,52,Tony,Mendoza,1.0000,1.0000,1
148,Public Health and Developmental Services
,,96,Richard,Pan,163.2857,58.3714,35
,,92,Jim,Beall,139.2500,64.2143,28
,,51,Mike,Morrell,112.8500,42.8000,20
,,93,Mike,McGuire,109.6389,41.0556,36
,,25,Bill,Monning,91.7419,43.1290,31
,,60,Mark,Leno,90.5106,38.1170,94
,,57,Joel,Anderson,81.3200,32.1600,25
,,64,Holly,Mitchell,54.5750,23.2500,40
,,103,Ed,Hernandez,47.5495,18.6802,222
,,68,Jim,Nielsen,39.6506,15.9036,83
,,4657,John,Moorlach,36.6604,14.3019,106
,,94,Lois,Wolk,36.0000,11.0000,2
433,Conference Committee on SB 2 and AB 1
,,108,James,Gallagher,232.0000,89.0000,1
,,68,Jim,Nielsen,139.0000,50.6667,3
,,85,Rob,Bonta,93.0000,32.8000,5
,,60,Mark,Leno,83.5000,37.3333,6
,,103,Ed,Hernandez,65.3043,28.0435,23
,,64,Holly,Mitchell,60.0000,27.0000,2
435,Assembly Floor
,,44,Shirley,Weber,295.5585,100.2606,188
,,15,Kristin,Olsen,244.1456,89.2233,103
,,88,Donald,Wagner,231.0435,93.3207,184
,,77,Shannon,Grove,228.9793,76.4690,145
,,83,Rocky,Chavez,223.9200,91.6000,75
,,74,Catharine,Baker,219.6923,76.7019,104
,,45,Ken,Cooley,217.2698,84.4497,189
,,119,Jim,Patterson,215.5476,97.0952,84
,,2,Richard,Bloom,190.3415,76.5691,123
,,9,Luis,Alejo,187.2533,64.7533,304
,,4,Tony,Thurmond,182.5232,71.9205,151
,,87,Reginald,Jones-Sawyer,179.3379,75.6000,145
,,82,Young,Kim,173.4035,77.9649,57
,,108,James,Gallagher,170.9425,66.9598,174
,,53,Lorena,Gonzalez,169.1429,62.6923,182
,,46,Mike,Gatto,166.7182,55.8364,110
,,19,Scott,Wilk,165.7692,67.3846,78
,,17377,Joaquin,Arambula,164.3704,74.8519,27
,,37,Roger,Hernandez,164.2621,63.1553,103
,,73,Susan,Eggman,163.8667,56.4667,120
,,76,Nora,Campos,162.4684,73.1139,79
,,67,Sebastian,Ridley-Thomas,161.4526,64.0438,137
,,80,Jimmy,Gomez,160.0968,63.3871,124
,,86,Jay,Obernolte,158.7174,55.8913,92
,,40,David,Hadley,157.8353,65.6941,85
,,38,Eduardo,Garcia,156.3077,63.1923,104
,,117,Richard,Gordon,155.4809,65.8473,131
,,85,Rob,Bonta,154.5824,58.9121,182
,,109,Beth,Gaines,153.5769,64.2885,52
,,42,Brian,Jones,147.3576,59.8242,165
,,72,Jim,Wood,145.4031,50.7597,129
,,22,Kevin,McCarty,142.6700,52.1400,100
,,20,Mark,Stone,141.0194,50.1484,155
,,50,Matthew,Dababneh,140.0429,45.2857,70
,,8,Marc,Levine,135.5541,52.9932,148
,,12,Das,Williams,135.1159,59.9939,164
,,75,Devon,Mathis,135.0889,59.1667,90
,,18,Ling,Chang,134.5410,49.8197,61
,,47,Brian,Dahle,134.4127,53.0635,63
,,28,Mike,Gipson,133.7500,59.0517,116
,,79,Chad,Mayes,133.6364,50.3864,44
,,81,Jose,Medina,132.2090,58.9403,67
,,13,Cheryl,Brown,126.5000,64.3472,144
,,41,Melissa,Melendez,124.0385,48.4487,78
,,3,Susan,Bonilla,121.7087,46.6850,127
,,14,Matthew,Harper,119.0400,43.8600,100
,,23,Bill,Quirk,117.6923,54.5288,104
,,36,Adrin,Nazarian,116.5052,50.6289,97
,,111,William,Brough,114.6400,44.0800,50
,,114,Jim,Frazier,113.2208,42.8701,77
,,30,Philip,Ting,113.0938,43.3750,160
,,27,Adam,Gray,113.0125,44.2375,80
,,10,Tom,Lackey,111.2551,44.5510,98
,,91,Frank,Bigelow,110.5538,44.2154,65
,,110,Toni,Atkins,109.3411,48.4271,384
,,71,Bill,Dodd,108.5385,45.1282,117
,,39,Eric,Linder,106.3621,38.2241,58
,,116,Ed,Chau,103.8913,40.0652,92
,,16,Jacqui,Irwin,102.6000,41.3368,95
,,112,Cristina,Garcia,100.0769,38.3311,299
,,113,Patrick,O'Donnell,99.3626,39.8901,91
,,21,Jim,Cooper,95.6803,34.6803,147
,,84,Brian,Maienschein,92.7206,32.6765,68
,,118,Tom,Daly,88.9180,34.3607,61
,,11,Evan,Low,88.9060,32.7009,117
,,107,Ricardo,Lara,88.0000,27.0000,1
,,43,Travis,Allen,86.2950,30.4676,278
,,32,Kansen,Chu,86.2258,43.3333,93
,,33,Henry,Perea,86.1786,29.8929,28
,,17,Miguel,Santiago,85.6000,29.5789,95
,,69,Freddie,Rodriguez,85.5625,30.7344,64
,,120,Anthony,Rendon,84.6223,38.2394,188
,,5,"K.H. ""Katcho""",Achadjian,81.0588,33.0000,68
,,89,Patty,Lopez,80.9464,39.1786,56
,,35,Marc,Steinorth,80.9118,31.1765,34
,,34,Rudy,Salas,67.1304,28.9275,69
,,29,Marie,Waldron,64.4236,25.7685,203
,,115,Ian,Calderon,62.6234,22.0727,385
,,78,Chris,Holden,49.7907,21.6783,516
,,7,David,Chiu,35.8120,15.0465,2324
,,31,Kevin,Mullin,30.5500,17.1614,8264
,,6,Autumn,Burke,30.1462,14.0018,1628
,,48,Ben,Hueso,19.3333,7.6667,3
452,Senate Floor
,,26,Jeff,Stone,259.3724,101.5859,384
,,68,Jim,Nielsen,221.9888,101.9525,358
,,99,Robert,Hertzberg,187.8165,71.9587,218
,,105,Bob,Huff,176.9318,61.8580,176
,,93,Mike,McGuire,170.3418,66.6531,196
,,102,Kevin,De Leon,167.3583,73.1635,801
,,60,Mark,Leno,161.5602,73.9147,457
,,96,Richard,Pan,158.6821,59.1852,324
,,70,Benjamin,Allen,157.3826,55.0579,311
,,57,Joel,Anderson,157.1918,61.0685,292
,,10481,Steve,Glazer,155.4779,58.7500,136
,,104,Fran,Pavley,153.7085,65.3417,199
,,48,Ben,Hueso,153.2034,70.5254,295
,,51,Mike,Morrell,144.3564,56.6733,101
,,65,Janet,Nguyen,141.8951,58.1119,143
,,59,Marty,Block,134.6860,54.8841,207
,,103,Ed,Hernandez,124.8889,47.1637,171
,,94,Lois,Wolk,121.4439,54.5508,187
,,4656,Sharon,Runner,120.1096,51.2466,73
,,58,Pat,Bates,119.2732,48.2680,194
,,95,Cathleen,Galgiani,117.4345,45.9310,145
,,92,Jim,Beall,115.8162,54.4573,234
,,1,Isadore,Hall,115.2269,49.5294,238
,,54,Tom,Berryhill,114.3960,47.9802,101
,,63,Carol,Liu,111.8537,48.1138,123
,,66,Jerry,Hill,111.6955,41.6015,266
,,106,Richard,Roth,109.9712,44.8558,104
,,52,Tony,Mendoza,109.0486,44.1676,185
,,4657,John,Moorlach,106.0769,41.6410,351
,,98,Loni,Hancock,104.6034,55.8103,232
,,61,Anthony,Cannella,102.7368,33.6165,133
,,49,Jean,Fuller,100.3994,43.6580,348
,,55,Bob,Wieckowski,100.3409,39.2348,132
,,25,Bill,Monning,96.2130,42.9527,338
,,56,Andy,Vidak,79.7805,30.5244,82
,,100,Hannah-Beth,Jackson,38.0166,20.3206,4226
,,107,Ricardo,Lara,32.1278,16.9496,2700
,,24,Ted,Gaines,28.8591,16.8453,2172
,,64,Holly,Mitchell,27.5149,16.0984,3894
,,62,Connie,Leyva,26.5377,13.4996,2466
455,Senate Budget and Fiscal Review Subcommittee No. 1 on Education
,,70,Benjamin,Allen,52.2727,17.4545,11
,,59,Marty,Block,29.7328,13.1450,131
,,4657,John,Moorlach,20.5556,7.2063,63
457,Senate Budget and Fiscal Review Subcommittee No. 3 on Health and Human Services
,,64,Holly,Mitchell,22.8136,10.2458,118
,,26,Jeff,Stone,21.3750,7.7500,8
,,25,Bill,Monning,16.6923,7.6154,26
